,sigma,y,z
511,530385499.5001562,-0.085185870635556,0.01502056736818948
512,532464230.6152505,-0.08493683231322412,0.01637023263717548
513,534408916.70777315,-0.08466641159757836,0.01771577678763899
514,536219068.21339977,-0.0843746765655877,0.019056861086035753
515,537894229.4361694,-0.08406170065998635,0.02039314792156546
516,539433978.6632023,-0.08372756267078481,0.02172430089116335
517,540837928.2708648,-0.08337234671543498,0.023049984884188024
518,542105724.8223513,-0.08299614221765401,0.02436986616678366
519,543237049.1566597,-0.08259904388491239,0.02568361246589578
520,544231616.4689388,-0.08218115168459178,0.026990893052919133
521,545089176.3821865,-0.08174257081881882,0.028291378826956964
522,545809513.0102807,-0.08128341169798106,0.029584742397670352
523,546392445.0123276,-0.08080378991293172,0.030870658167696918
524,546837825.6383126,-0.08030382620589027,0.03214880241461833
525,547145542.7660455,-0.07978364644004629,0.03341885337245562
526,547315518.9293844,-0.07924338156787401,0.03468049131267209
527,547347711.3377396,-0.07868316759816583,0.035933398624663174
528,547242111.8868442,-0.07810314556179274,0.03717725989571334
529,546998747.1607952,-0.07750346147620055,0.03841176199039945
530,546617678.4253613,-0.07688426630865088,0.039636594129421
531,546099001.6125586,-0.07624571593821584,0.04085144796783705
532,545442847.2965007,-0.0755879711165364,0.042056017672690536
533,544649380.660528,-0.07491119742735394,0.04324999999999999
534,543718801.4556228,-0.0742155652448255,0.04443309437109965
535,542651343.9501234,-0.07350124969063299,0.04560500294830845
536,541447276.8707484,-0.07276843058989715,0.0467654307099092
537,540106903.3349459,-0.07201729242590772,0.04791408552441853
538,538630560.7745855,-0.07124802429368053,0.04905067822412967
539,537018620.8510118,-0.07046081985235403,0.050174922677908636
540,535271489.3614801,-0.06965587727643656,0.0512865358632264
541,533389606.1369999,-0.06883339920591697,0.05238523793740816
542,531373444.93160903,-0.06799359269525111,0.053470752308082355
543,529223513.30310905,-0.06713666916123696,0.05454280570281119
544,526940352.48528993,-0.0662628443297916,0.05560112823788565
545,524524537.2516781,-0.06537233818164334,0.05664545348626715
546,521976675.77083915,-0.06446537489695277,0.05767551854465922
547,519297409.4532759,-0.06354218279887662,0.05869106409969193
548,516487412.7899554,-0.06260299429608857,0.059691834493202686
549,513547393.1825108,-0.061648045824271636,0.060677577786596784
550,510478090.76515543,-0.060677577786596784,0.061648045824271636
551,507280278.2183593,-0.059691834493202686,0.06260299429608857
552,503954760.57432985,-0.05869106409969193,0.06354218279887662
553,500502375.0143498,-0.05767551854465922,0.06446537489695277
554,496923990.6580216,-0.05664545348626716,0.06537233818164334
555,493220508.3444705,-0.05560112823788564,0.0662628443297916
556,489392860.40556383,-0.05454280570281119,0.06713666916123696
557,485442010.4312006,-0.05347075230808234,0.06799359269525111
558,481368953.026734,-0.052385237937408166,0.06883339920591697
559,477174713.56258374,-0.051286535863226394,0.06965587727643657
560,472860347.91610515,-0.050174922677908636,0.07046081985235403
561,468426942.20577776,-0.04905067822412967,0.07124802429368053
562,463875612.5177802,-0.04791408552441853,0.07201729242590771
563,459207504.6250221,-0.046765430709909184,0.07276843058989717
564,454423793.69870174,-0.04560500294830846,0.07350124969063299
565,449525684.0124625,-0.04443309437109964,0.0742155652448255
566,444514408.6392242,-0.04325,0.07491119742735393
567,439391229.140763,-0.04205601767269054,0.0755879711165364
568,434157435.2501199,-0.04085144796783705,0.07624571593821584
569,428814344.54691815,-0.039636594129421,0.07688426630865088
570,423363302.1256687,-0.03841176199039946,0.07750346147620055
571,417805680.2571502,-0.03717725989571334,0.07810314556179272
572,412142878.0429474,-0.035933398624663174,0.07868316759816583
573,406376321.0632343,-0.03468049131267208,0.07924338156787401
574,400507461.0178926,-0.03341885337245563,0.07978364644004628
575,394537775.3610534,-0.03214880241461833,0.08030382620589027
576,388468766.92915654,-0.03087065816769691,0.08080378991293173
577,382301963.5626191,-0.029584742397670342,0.08128341169798108
578,376038917.7212101,-0.028291378826956967,0.08174257081881882
579,369681206.093227,-0.026990893052919133,0.08218115168459178
580,363230429.19857264,-0.025683612465895775,0.08259904388491239
581,356688210.985833,-0.024369866166783664,0.08299614221765401
582,350056198.42345715,-0.023049984884188024,0.08337234671543498
583,343336061.0851413,-0.02172430089116335,0.08372756267078481
584,336529490.72952265,-0.020393147921565453,0.08406170065998635
585,329638200.8742885,-0.019056861086035763,0.0843746765655877
586,322663926.36480695,-0.01771577678763899,0.08466641159757836
587,315608422.937389,-0.01637023263717548,0.08493683231322412
588,308473466.77729166,-0.015020567368189472,0.085185870635556
589,301260854.0715721,-0.013667120751694765,0.0854134638705081
590,293972400.55690783,-0.012310233510639163,0.08561955472270068
591,286609941.0624942,-0.010950247234129311,0.08580409130986379
592,279175329.0481365,-0.009587504291437452,0.08596702717589848
593,271670436.13765085,-0.0082223477458118,0.08610832130257182
594,264097151.64769304,-0.006855121268112201,0.08622793811984301
595,256457382.11213347,-0.00548616905029283,0.08632584751481799
596,248753050.80209726,-0.0041158357187537084,0.08640202483933018
597,240986097.2417907,-0.0027444662475828514,0.0864564509161455
598,233158476.720237,-0.0013724058717108857,0.08648911204379019
599,225272159.79904217,-0.0,0.0865
