,sigma,y,z,shearstress,V.Mises
213,297407938.5990511,0.07514141414141413,-0.052196969696969686,428793138.75494325,800026342.9860827
214,281912448.4513756,0.07426767676767676,-0.056212121212121206,425660328.8139929,789325519.142742
215,266416958.3037002,0.07339393939393939,-0.06022727272727272,422506399.14030474,778789424.4372576
216,250921468.1560248,0.07252020202020201,-0.06424242424242424,419331349.7338789,768425615.0015335
217,235425978.00834933,0.07164646464646464,-0.06825757575757575,416135180.5947152,758241951.2971941
218,219930487.86067387,0.07077272727272726,-0.07227272727272727,412917891.72281367,748246600.6638947
219,204434997.7129984,0.06989898989898989,-0.07628787878787878,409679483.1181743,738448038.0865245
220,188939507.56532297,0.06902525252525252,-0.08030303030303029,406419954.7807972,728855044.8827959
221,173444017.4176475,0.06815151515151514,-0.0843181818181818,403139306.7106822,719476704.9901488
222,157948527.2699721,0.06727777777777777,-0.08833333333333332,399837538.90782946,710322398.5109601
223,142453037.12229672,0.06640404040404041,-0.09234848484848483,396514651.37223893,701401792.1590385
224,126957546.97462124,0.06553030303030302,-0.09636363636363635,393170644.10391057,692724826.239875
225,111462056.82694572,0.06465656565656565,-0.10037878787878787,389805517.1028444,684301697.7938467
226,95966566.67927033,0.06378282828282827,-0.10439393939393937,386419270.3690404,676142839.5374986
227,80471076.53159481,0.0629090909090909,-0.1084090909090909,383011903.90249866,668258894.2552164
228,64975586.38391936,0.06203535353535353,-0.11242424242424241,350502989.55611604,610556192.2454464
229,49480096.23624408,0.06116161616161616,-0.11643939393939393,347053383.62409866,603147107.411082
230,33984606.08856851,0.06028787878787878,-0.12045454545454544,343582657.9593434,596072212.0701623
231,18489115.940893054,0.059414141414141405,-0.12446969696969695,340090812.5618504,589344661.2765868
232,2993625.793217659,0.05854040404040404,-0.12848484848484848,336577847.43161964,582977618.73034
233,-12501864.354457676,0.05766666666666667,-0.13249999999999995,333043762.5686511,576984176.5334551
234,-27997354.50213325,0.056792929292929284,-0.1365151515151515,329488557.9729446,571377267.1050097
235,-43492844.649808705,0.05591919191919192,-0.140530303030303,325912233.64450043,566169567.9327658
236,-58988334.79748416,0.05504545454545454,-0.14454545454545453,322314789.5833185,561373400.148775
237,-74483824.94515961,0.05417171717171717,-0.14856060606060606,318696225.78939855,557000622.2399424
238,-89979315.09283507,0.053297979797979796,-0.15257575757575756,315056542.26274097,553062520.5275065
239,-105474805.24051046,0.05242424242424242,-0.15659090909090906,311395739.0033455,549569698.3539418
240,-120970295.38818586,0.051550505050505055,-0.16060606060606059,307713816.0112123,546531966.1820812
241,-136465785.53586143,0.050676767676767674,-0.1646212121212121,304010773.2863412,543958235.0184591
242,-151961275.68353683,0.0498030303030303,-0.1686363636363636,300286610.8287324,541856415.7010486
243,-167456765.83121222,0.048929292929292934,-0.1726515151515151,296541328.6383857,540233326.6233274
244,-182952255.97888774,0.04805555555555555,-0.17666666666666664,292774926.7153013,539094612.3893417
245,-198447746.12656313,0.04718181818181818,-0.18068181818181817,288987405.05947906,538444675.7019212
246,-213943236.27423853,0.04630808080808081,-0.18469696969696967,285178763.670919,538286624.4800407
247,-229438726.42191404,0.04543434343434343,-0.1887121212121212,281349002.54962105,538622235.7915702
248,-244934216.56958947,0.04456060606060606,-0.1927272727272727,277498121.6955853,539451937.692592
249,-260429706.7172649,0.04368686868686869,-0.19674242424242422,240984579.8240605,491980015.12233967
250,-275925196.8649404,0.04281313131313131,-0.20075757575757575,237091459.5045492,494744171.03685814
251,-291420687.0126158,0.041939393939393936,-0.20477272727272725,233177219.4523001,498037010.5056685
252,-306916177.1602912,0.04106565656565657,-0.20878787878787874,229241859.66731328,501849609.4188693
253,-322411667.3079667,0.04019191919191919,-0.21280303030303027,225285380.14958858,506171700.85232633
254,-337907157.4556422,0.039318181818181815,-0.2168181818181818,221307780.89912602,510991828.42706877
255,-353402647.6033175,0.03844444444444445,-0.2208333333333333,217309061.91592568,516297507.74662226
256,-368898137.750993,0.03757070707070707,-0.22484848484848483,213289223.19998756,522075391.3333906
257,-384393627.89866847,0.03669696969696969,-0.22886363636363632,209248264.75131172,528311432.84373957
258,-399889118.0463438,0.035823232323232326,-0.23287878787878785,205186186.56989795,534991046.84954643
259,-415384608.19401926,0.03494949494949495,-0.23689393939393935,201102988.65574637,542099261.0798494
260,-430880098.34169483,0.03407575757575757,-0.24090909090909088,196998671.00885704,549620858.6696072
261,-446375588.48937035,0.0332020202020202,-0.2449242424242424,192873233.62922987,557540508.6188968
262,-461871078.63704574,0.032328282828282824,-0.2489393939393939,188726676.516865,565842883.2888616
263,-477366568.78472126,0.03145454545454545,-0.25295454545454543,184558999.6717622,574512762.3237125
264,-492862058.93239665,0.030580808080808083,-0.25696969696969696,180370203.09392166,583535122.8739439
265,-508357549.0800719,0.02970707070707071,-0.26098484848484843,176160286.78334337,592895216.3961749
266,-523853039.2277473,0.028833333333333343,-0.2649999999999999,171929250.7400272,602578632.6183739
267,-539348529.375423,0.02795959595959597,-0.2690151515151515,167677094.96397316,612571351.4898516
268,-554844019.5230985,0.02708585858585858,-0.273030303030303,163403819.45518136,622859784.0912294
269,-570339509.670774,0.026212121212121207,-0.27704545454545454,122906769.79125217,608773667.690266
270,-585834999.8184493,0.02533838383838384,-0.281060606060606,118591254.81698476,620801340.3412427
271,-601330489.9661248,0.024464646464646467,-0.28507575757575754,114254620.10997966,633056642.6571378
272,-616825980.1138003,0.023590909090909093,-0.28909090909090907,109896865.67023666,645527887.0783015
273,-632321470.2614754,0.022717171717171733,-0.29310606060606054,105517991.49775575,658204057.5253204
274,-647816960.4091512,0.021843434343434345,-0.2971212121212121,101117997.59253716,671074781.6042
275,-663312450.5568265,0.02096969696969697,-0.3011363636363636,96696883.95458077,684130301.3047144
276,-678807940.704502,0.020095959595959598,-0.3051515151515151,92254650.5838866,697361442.8877981
277,-694303430.8521774,0.019222222222222224,-0.30916666666666665,87791297.4804545,710759586.5220597
278,-709798920.9998528,0.01834848484848485,-0.3131818181818181,83306824.64428473,724316636.1126162
279,-725294411.1475282,0.01747474747474749,-0.31719696969696964,78801232.07537717,738024989.6660898
280,-740789901.2952037,0.016601010101010116,-0.32121212121212117,74274519.7737317,751877510.4522098
281,-756285391.4428792,0.01572727272727273,-0.3252272727272727,69726687.73934832,765867499.1532222
282,-771780881.5905547,0.014853535353535355,-0.3292424242424242,65157735.97222726,779988667.1354741
283,-787276371.73823,0.013979797979797981,-0.3332575757575757,60567664.472368404,794235110.9314067
284,-802771861.8859056,0.013106060606060607,-0.3372727272727272,55956473.23977185,808601287.9831836
285,-818267352.0335809,0.012232323232323247,-0.34128787878787875,51324162.2744373,823081993.6698692
286,-833762842.1812563,0.011358585858585873,-0.3453030303030302,46670731.57636506,837672339.6172192
287,-849258332.3289319,0.010484848484848486,-0.3493181818181818,41996181.14555503,852367733.2715906
288,-864753822.4766073,0.009611111111111112,-0.3533333333333333,37300510.98200719,867163858.7063348
289,-880249312.6242827,0.008737373737373738,-0.3573484848484848,-7180046.474326419,880337157.8989737
290,-895744802.7719582,0.007863636363636364,-0.36136363636363633,-11917956.103349946,895982625.236683
291,-911240292.9196336,0.006989898989899004,-0.3653787878787878,-16676985.465111164,911697996.5826788
292,-926735783.067309,0.0061161616161616306,-0.36939393939393933,-21457134.55961039,927480693.8626302
293,-942231273.2149845,0.005242424242424243,-0.37340909090909086,-26258403.386847302,943328301.0010937
294,-957726763.36266,0.004368686868686869,-0.3774242424242424,-31080791.946821902,959238552.2617623
295,-973222253.5103356,0.0034949494949494953,-0.3814393939393939,-35924300.23953451,975209321.5155587
296,-988717743.6580108,0.0026212121212121214,-0.3854545454545454,-40788928.264984705,991238612.3589044
297,-1004213233.8056862,0.0017474747474747615,-0.3894696969696969,-45674676.02317291,1007324549.0108634
298,-1019708723.9533616,0.0008737373737373877,-0.39348484848484844,-50581543.51409879,1023465367.9237999
299,-1035204214.1010373,0.0,-0.39749999999999996,-55509530.737762585,1039659410.0476973
300,-1035204214.1010373,-0.0,-0.39749999999999996,-55509530.737762585,1039659410.0476973
301,-1029786487.8022271,-0.0008737373737373877,-0.39348484848484844,-60408072.06068606,1035088216.5160192
302,-1024368761.503417,-0.0017474747474747615,-0.3894696969696969,-65226601.84939111,1030579879.6359754
303,-1018951035.2046067,-0.0026212121212121214,-0.3854545454545454,-69965120.10387784,1026131846.4203271
304,-1013533308.9057966,-0.0034949494949494953,-0.3814393939393939,-74623626.82414627,1021741564.8307068
305,-1008115582.6069864,-0.004368686868686869,-0.3774242424242424,-79202122.01019627,1017406485.2790047
306,-1002697856.3081764,-0.005242424242424243,-0.37340909090909086,-83700605.66202796,1013124062.1017661
307,-997280130.0093662,-0.0061161616161616306,-0.36939393939393933,-88119077.77964132,1008891755.0053135
308,-991862403.710556,-0.006989898989899004,-0.3653787878787878,-92457538.36303626,1004707030.4795021
309,-986444677.4117459,-0.007863636363636364,-0.36136363636363633,-96715987.4122129,1000567363.1781727
310,-981026951.1129357,-0.008737373737373738,-0.3573484848484848,-100894424.9271712,996470237.2645638
311,-975609224.8141255,-0.009611111111111112,-0.3533333333333333,-140356002.51586202,1005441585.5081372
312,-970191498.5153154,-0.010484848484848486,-0.3493181818181818,-144374416.9623836,1001899925.4471865
313,-964773772.2165053,-0.011358585858585873,-0.3453030303030302,-148312819.87468675,998387955.2430553
314,-959356045.9176952,-0.012232323232323247,-0.34128787878787875,-152171211.2527716,994903138.7231833
315,-953938319.6188849,-0.013106060606060607,-0.3372727272727272,-155949591.09663808,991442959.7949283
316,-948520593.3200748,-0.013979797979797981,-0.3332575757575757,-159647959.40628618,988004923.4594129
317,-943102867.0212648,-0.014853535353535355,-0.3292424242424242,-163266316.18171597,984586556.7751641
318,-937685140.7224545,-0.01572727272727273,-0.3252272727272727,-166804661.4229274,981185409.7717422
319,-932267414.4236443,-0.016601010101010116,-0.32121212121212117,-170262995.12992045,977799056.3137095
320,-926849688.1248343,-0.01747474747474749,-0.31719696969696964,-173641317.30269518,974425094.9154319
321,-921431961.8260239,-0.01834848484848485,-0.3131818181818181,-176939627.9412515,971061149.5073422
